Id_inflacion,año,mes,Nivel general,Inflación Mensual,Calc Aux,Calc Aux,Inflacion_Acumulada_Anual
902,2018,2,,2.4,1.024,,
903,2018,3,,2.3,1.023,,
904,2018,4,,2.7,1.027,,
905,2018,5,,2.1,1.021,,
906,2018,6,,3.7,1.037,,
907,2018,7,,3.1,1.031,,
908,2018,8,,3.9,1.039,,
909,2018,9,,6.5,1.065,,
910,2018,10,,5.4,1.054,,
911,2018,11,,3.2,1.032,,
912,2018,12,,2.6,1.026,1.476,47.6%
913,2019,1,,2.9,1.029,,
914,2019,2,,3.8,1.038,,
915,2019,3,,4.7,1.047,,
916,2019,4,,3.4,1.034,,
917,2019,5,,3.1,1.031,,
918,2019,6,,2.7,1.027,,
919,2019,7,,2.2,1.022,,
920,2019,8,,4,1.04,,
921,2019,9,,5.9,1.059,,
922,2019,10,,3.3,1.033,,
923,2019,11,,4.3,1.043,,
924,2019,12,,3.7,1.037,1.540,54.0%
925,2020,1,,2.3,1.023,,
926,2020,2,,2,1.02,,
927,2020,3,,3.3,1.033,,
928,2020,4,,1.5,1.015,,
929,2020,5,,1.5,1.015,,
930,2020,6,,2.2,1.022,,
931,2020,7,,1.9,1.019,,
932,2020,8,,2.7,1.027,,
933,2020,9,,2.8,1.028,,
934,2020,10,,3.8,1.038,,
935,2020,11,,3.2,1.032,,
936,2020,12,,4,1.04,1.360,36.0%
937,2021,1,,4,1.04,,
938,2021,2,,3.6,1.036,,
939,2021,3,,4.8,1.048,,
940,2021,4,,4.1,1.041,,
941,2021,5,,3.3,1.033,,
942,2021,6,,3.2,1.032,,
943,2021,7,,3,1.03,,
944,2021,8,,2.5,1.025,,
945,2021,9,,3.5,1.035,,
946,2021,10,,3.5,1.035,,
947,2021,11,,2.5,1.025,,
948,2021,12,,3.8,1.038,1.508,50.8%
949,2022,1,,3.9,1.039,,
950,2022,2,,4.7,1.047,,
951,2022,3,,6.7,1.067,,
952,2022,4,,6,1.06,,
953,2022,5,,5.1,1.051,,
954,2022,6,,5.3,1.053,,
955,2022,7,,7.4,1.074,,
956,2022,8,,7,1.07,,
957,2022,9,,6.2,1.062,,
958,2022,10,,6.3,1.063,,
959,2022,11,,4.9,1.049,,
960,2022,12,,5.1,1.051,1.948,94.8%
961,2023,1,,6,1.06,,
962,2023,2,,6.6,1.066,,
963,2023,3,,7.7,1.077,,
964,2023,4,,8.4,1.084,,
965,2023,5,,7.8,1.078,,
966,2023,6,,6,1.06,,
967,2023,7,,6.3,1.063,,
968,2023,8,,12.4,1.124,,
969,2023,9,,12.7,1.127,,
970,2023,10,,8.3,1.083,,
971,2023,11,,12.8,1.128,,
972,2023,12,,25.5,1.255,3.112,211.2%
973,2024,1,,20.6,1.206,,
974,2024,2,,13.2,1.132,3.760,276.0%
975,2024,3,,11,,,
976,2024,4,,,,,
